web_scraper_order,web_scraper_start_url,pagination,review,timestamp
"1780167045-48","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-01-07 00:33 | Variasi: Hitam"
"1780167045-49","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-10-11 08:37 | Variasi: Gold"
"1780167045-50","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-12-01 06:58 | Variasi: Hitam"
"1780167045-51","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-04-17 11:43 | Variasi: Hitam"
"1780167045-52","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-12-14 17:57 | Variasi: Silver"
"1780167045-53","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-04-21 02:12 | Variasi: Oren"
"1780167045-54","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-11-04 20:13 | Variasi: Silver"
"1780167045-55","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-09-30 12:02 | Variasi: Silver"
"1780167045-56","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-10-06 16:35 | Variasi: Hitam"
"1780167045-57","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-09-22 20:42 | Variasi: Silver"
"1780167045-58","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-11-10 22:55 | Variasi: Hitam"
"1780167045-59","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-10-28 12:07 | Variasi: Silver"
"1780167045-60","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-11-17 00:49 | Variasi: Hitam"
"1780167045-61","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-12-30 09:09 | Variasi: Hitam"
"1780167045-62","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-01-11 10:39 | Variasi: Oren"
"1780167045-63","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-01-12 00:37 | Variasi: Oren"
"1780167045-64","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-05-11 09:06 | Variasi: 3.0 Oren"
"1780167045-65","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-05-01 10:23 | Variasi: Hitam"
"1780167045-66","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-04-27 11:31 | Variasi: Hitam"
"1780167045-67","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-04-16 17:12 | Variasi: Oren"
"1780167045-68","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-05-27 13:56 | Variasi: 4.5 Hitam"
"1780167045-69","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-09-17 12:53 | Variasi: Hitam"
"1780167045-70","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-04-27 14:48 | Variasi: 4.5 Hitam"
"1780167045-71","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-05-18 11:28 | Variasi: 3.0 Oren"
"1780167045-72","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-05-18 21:52 | Variasi: 4.5 Hitam"
"1780167045-73","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2026-05-07 20:46 | Variasi: 3.0 Oren"
"1780167045-74","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-10-05 00:15 | Variasi: Grey"
"1780167045-75","https://shopee.co.id/Mini-Smartphone-ip17pro-max-mini-Garansi-Kapasitas-baterai-2600mah-i.1355557233.43215501742?extraParams=%7B%22display_model_id%22%3A435782375347%2C%22model_selection_logic%22%3A3%7D","","","2025-12-29 18:45 | Variasi: Oren"
