web_scraper_order,web_scraper_start_url,pagination,review,timestamp
"1780196867-52","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Sangat bagus sesuai deskripsi harga sangat murah tapi barangnya asli....dpt softcase juga... terimakasih","2026-04-21 05:49 | Variasi: Biru,8/256"
"1780196867-53","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Alhamdulillah.. Barang dah sampai.. Walaupun tidak sesuai estimasi... Kondisi bagus, trimakasih.. Semoga awet,,","2026-02-27 20:57 | Variasi: Merah,8/256"
"1780196867-54","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Barang bagus ber pungsi dengan baik
Toko nya sangat amanah dan jujur .
Buat sobat ku dimna saja ber ada kalau mau belanja di toko ini jangan ragu lansung beli aja toko nya amanah dan bisa di percaya","2026-03-30 18:40 | Variasi: Biru Muda,8/256"
"1780196867-55","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-04-30 11:49 | Variasi: Pink,8/256"
"1780196867-56","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","",",chargeran jg berfungsi dengan baik
Setelah 3 hari dari pesanan dteng ,baru keliatan batre nya udh eror .
Dicas 30 menit langsung full 100% .tapi dpke hanya 2 menit lngsung mati","2026-04-08 22:32 | Variasi: Merah,8/256"
"1780196867-57","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-02-28 21:36 | Variasi: Biru,8/256"
"1780196867-58","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Bagus semua dari mulai pengemasan hingga produk nya","2026-04-18 17:56 | Variasi: Biru Muda,8/256"
"1780196867-59","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Jangan ragu pesan di toko ini . Toko nya sangat amanah.  Gak ada vidio Krn vidio nya terlalu panjang .TPI tokoh nya amanah","2026-02-23 15:31 | Variasi: Pink,8/256"
"1780196867-60","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","pelapak amanah jangan ragu beli d sini...","2026-02-10 12:34 | Variasi: Biru Muda,8/256"
"1780196867-61","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Barang sudah sampai dan langsung unboxing Alhamdulillah suami suka karena hadiah buat suami berfungsi dengan baik sesuai dengan pesanan..","2026-04-01 07:15 | Variasi: Biru Muda,8/256"
"1780196867-62","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Terima kasih seller dan shopee barangnya sudah sampai sesuai deskripsi","2026-02-04 14:10 | Variasi: Biru Muda,8/256"
"1780196867-63","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-04-11 13:00 | Variasi: Biru,8/256"
"1780196867-64","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Awalnya takut dan ragu ternyata asli","2026-04-14 19:09 | Variasi: Merah,8/256"
"1780196867-65","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Baru pertama beli hp online, Alhamdulillah hp berfungsi dgn baik","2026-04-02 15:38 | Variasi: Biru Muda,8/256"
"1780196867-66","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Barang,a bgs tokoh,a amanah...semga sukses selalu..","2026-05-20 17:31 | Variasi: Biru,8/256"
"1780196867-67","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","sudah 2 kali pesan di toko ini..barang di terima dengan baik, terima kasih kepada  seller semoga laris manis dan dan terima kasih juga kepada kurir and shoppe..👍.","2026-04-21 10:15 | Variasi: Biru Muda,8/256"
"1780196867-68","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Bagus banget. Berfungsi normal. Semoga awet. Belikan orang tua","2026-01-27 17:45 | Variasi: Biru,6/128"
"1780196867-69","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-04-21 21:24 | Variasi: Biru Muda,8/256"
"1780196867-70","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","wah dengan harga segini dapat barang yang oke. ajib","2026-02-27 00:37 | Variasi: Merah,8/256"
"1780196867-71","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Terimakasih barangx udh smpai sesuai dgn deskripsi packingan sngat aman ok mantapss🥰","2026-02-13 20:23 | Variasi: Biru Muda,6/128"
"1780196867-72","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","kondisi barang bagus dan mulus
semua fitur berfungsi dengan normal tidak ada yang cacat
desain elegan, ringan, dan nyaman digenggam 
kapasitas baterai besar 5000 mah cukup awet digunakan seharian
kapasitas penyimpanan besar
ram 8 dan internal 256
keren semoga awet","2026-05-14 18:12 | Variasi: Biru Muda,8/256"
"1780196867-73","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Sangat puas..td nya meragukan.. Alhamdulillah semua mendarat dgn sempurna..semoga awet yeww","2026-04-10 10:18 | Variasi: Biru,8/256"
"1780196867-74","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Terima kasih kak hp nya berpungsi dengan baik, terimakasih telah amanah semoga makin lancar kak usahanya,,,🤲","2026-02-12 10:29 | Variasi: Biru Muda,8/256"
"1780196867-75","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Semoga awet, dan bisa order lagi","2026-02-21 14:25 | Variasi: Pink,8/256"
"1780196867-76","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Bagus HP nya sesuai gambar ga kecewa awalnya takut di kirim asal asalan tapi beneran HP nya","2026-04-07 22:41 | Variasi: Biru Muda,8/256"
"1780196867-77","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","barang sudah sampe kak tapi Vidio saya tidak bisa diupload jadi saya kirim foto saja disini","2026-02-17 08:50 | Variasi: Pink,8/256"
"1780196867-78","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Maaf baru ksh ulasan baru smpt nih. Pkt dtng bbrp hri yg llu playanan COD. Deg2an Bru ini brniin bli brng elektronik scra online tdinya tkut aja. Tpi brniin diri dan hsil nya puasss dong real bgus sesuai bngt. The best kk amanah trus ya slm sukses. Pkonya jngn ragu bli d toko ini gaess ❤❤❤","2026-04-18 16:27 | Variasi: Pink,8/256"
"1780196867-79","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","allhamdulilah amanah","2026-04-20 12:55 | Variasi: Pink,8/256"
"1780196867-80","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Warna sesuai pink. Tidak kecewa pas ramah di kantong","2026-02-10 22:23 | Variasi: Pink,8/256"
"1780196867-81","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Toko Amanah,hp sampai Dengan sempurna.terimakasih seller","2026-04-18 22:57 | Variasi: Pink,8/256"
"1780196867-82","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Sesuai dengan ekspektasi semoga bisa awet..
Gak sengaja ternyata sudah 2x pesan disini.. toko baik selalu memperhatikan feedback dr pembeli","2026-02-20 23:49 | Variasi: Merah,8/256, Biru Muda,8/256"
"1780196867-83","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-04-23 01:54 | Variasi: Biru,8/256"
"1780196867-84","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Sempet kecewa ketika GK bisa dipasang kartu,tapi seler baik bgt,diminta retur dan dikirim ulang,, jujur sempet ragu, karana pengiriman pribadi,GK bisa lewat aplikasi,tapi bismilah aja,,dan Alhamdulillah toko'y amanah bgt,trimakasih,,,jangan ragu order disini yaa,dijamin toko'y amanah🫰","2026-05-04 19:58 | Variasi: Biru,8/256"
"1780196867-85","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Bismillah semoga hp nya awet dipakai anak belajar,, terimakasih sellernya gercep & konfirmasi dulu sebelum kirim,, semoga berkah & laris manis amiin","2026-04-06 12:58 | Variasi: Biru Muda,8/256"
"1780196867-86","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","barang ny datang dg cepat,bgus dan aman brang ny serta amanah dech pokok ny..ntah kami beli LG SMG rezk kita lancar.. Aamiin","2026-04-10 08:49 | Variasi: Pink,8/256"
"1780196867-87","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Imei 1 dan 2 hp ini tdk terdeteksi di web cek imei vivo.
Pas connect email dan terkonfirmasi di hp yang sudah lebih terpasang Email, tertulis bukan Vivo Y17 tertulisnya Y19.

Kenapa sy beli, krn sy hanya butuh kamera biasa, bisa internet, body hp pink. Menurut saya hp ini adalah rakitan. Buat sy ini cukup sesuai kebutuhan sy","2026-02-23 18:14 | Variasi: Pink,8/256"
"1780196867-88","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-02-16 18:43 | Variasi: Biru Muda,8/256"
"1780196867-89","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Toko amanah barang original..
Semoga awet..
Terimakasih","2026-05-07 16:20 | Variasi: Biru Muda,8/256"
"1780196867-90","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Alhamdulillah paketan dach sampai tadi siang,berpungsi dengan baik,masih segel barang ORI,cuma gak di kasih headset nya aja.yg lain sich ok.semoga barangnya awet🙏","2026-04-18 23:23 | Variasi: Pink,8/256"
"1780196867-91","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Hp bagus suka sama toko ini amanah,saya pesan 1 lagi","2026-02-12 01:32 | Variasi: Biru Muda,8/256"
"1780196867-92","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-02-21 11:14 | Variasi: Biru Muda,8/256"
"1780196867-93","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","barang sudah diterima dengan baik😁","2026-04-11 12:21 | Variasi: Pink,8/256"
"1780196867-94","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","barang Sudh smpai tujuan KK...bener"" amanah toko ini.....ini pembelian saya yg kdua di toko ini👍👍👍👍👍👍👍","2026-02-28 20:43 | Variasi: Biru Muda,8/256"
"1780196867-95","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Overall bagus,harga murah barang sesuai ekspetasi.","2026-04-10 19:37 | Variasi: Pink,8/256"
"1780196867-96","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Kapasitas tidak sesuai dengan yg ada di gambar, mudah-mudahan awet.","2026-02-09 15:47 | Variasi: Biru,8/256"
"1780196867-97","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Kirain barangnya palsu ternyata bener datang hp sunguhan terimakasih minn","2026-05-11 12:45 | Variasi: Biru Muda,8/256"
"1780196867-98","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Bagus semoga awet 👍","2026-02-06 17:35 | Variasi: Biru Muda,8/256"
"1780196867-99","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","hp nya bagus ..anak saya suka banget 
semoga hp nya awet... terima kasih shoppe","2026-01-31 20:41 | Variasi: Biru Muda,8/256"
"1780196867-100","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-05-11 20:50 | Variasi: Biru,8/256"
"1780196867-101","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-05-11 20:49 | Variasi: Pink,8/256"
"1780196867-102","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-04-14 14:35 | Variasi: Biru Muda,8/256"
"1780196867-103","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Hp  Vivo SDH sampai dpt harga bersahabat.langsung dipake anak.semoga awet","2026-02-15 19:32 | Variasi: Biru,8/256"
"1780196867-104","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Pokonya belaja ditoko ini sangat puas terimakasih seler","2026-03-05 18:55 | Variasi: Biru Muda,8/256"
"1780196867-105","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Barang baru jgn ragu beli dsni..mantul","2026-04-14 17:23 | Variasi: Biru Muda,8/256"
"1780196867-106","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Alhamdulillah pesanan mendarat dengan selamat semoga awet ya ke lengkapan nya full set baru lagi pengiriman cepat,good lah","2026-03-01 13:43 | Variasi: Biru Muda,8/256"
"1780196867-107","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Sangat buruk barang kw,padahal co 2 hp.nyesel banget.imei palsu semua media TDK bisa di gunakan selalu di spam","2026-03-24 01:57 | Variasi: Biru,8/256"
"1780196867-108","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Barang sesuai dg live, sangat bagus gak rugi dg harga sangat murah. Kwalitas ORI","2026-02-16 13:42 | Variasi: Biru Muda,8/256"
